ID,microchip,speice,sex,size,potenciallyDangrous,neighborhood
6555-CHMSI-SIN IDENTIFICAR,978101081216555,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6556-CMMSI-SIN IDENTIFICAR,978101081216556,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6579-CHMSI-SIN IDENTIFICAR,978101081216579,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6602-CHMSI-SIN IDENTIFICAR,978101081216602,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6609-CHMSI-SIN IDENTIFICAR,978101081216609,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6629-CMMSI-SIN IDENTIFICAR,978101081216629,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6632-CHMSI-SIN IDENTIFICAR,978101081216632,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6645-CMMSI-SIN IDENTIFICAR,978101081216645,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6649-CMMSI-SIN IDENTIFICAR,978101081216649,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6657-CHMSI-SIN IDENTIFICAR,978101081216657,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6679-CMMSI-SIN IDENTIFICAR,978101081216679,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6680-CMMSI-SIN IDENTIFICAR,978101081216680,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6687-CMMSI-SIN IDENTIFICAR,978101081216687,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
16700-CMMSI-SIN IDENTIFICAR,978101081216700,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
705-FMMSI-SIN IDENTIFICAR,978101081216705,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6718-CHMSI-SIN IDENTIFICAR,978101081216718,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6719-CHMSI-SIN IDENTIFICAR,978101081216719,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
722-CHMSI-SIN IDENTIFICAR,978101081216722,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6724-CHMSI-SIN IDENTIFICAR,978101081216724,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6740-CMMSI-SIN IDENTIFICAR,978101081216740,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6743-FMMSI-SIN IDENTIFICAR,978101081216743,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6764-CHMSI-SIN IDENTIFICAR,978101081216764,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6770-CHMSI-SIN IDENTIFICAR,978101081216770,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6783-CHMSI-SIN IDENTIFICAR,978101081216783,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6786-CMMSI-SIN IDENTIFICAR,978101081216786,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6791-CMMSI-SIN IDENTIFICAR,978101081216791,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6799-CMMSI-SIN IDENTIFICAR,978101081216799,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
809-FHMSI-SIN IDENTIFICAR,978101081216809,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
16817-CMMSI-SIN IDENTIFICAR,978101081216817,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6819-CHMSI-SIN IDENTIFICAR,978101081216819,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6821-FMMSI-SIN IDENTIFICAR,978101081216821,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6829-CHMSI-SIN IDENTIFICAR,978101081216829,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6845-CMMSI-SIN IDENTIFICAR,978101081216845,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6848-CHMSI-SIN IDENTIFICAR,978101081216848,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6870-CMMSI-SIN IDENTIFICAR,978101081216870,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6877-CHMSI-SIN IDENTIFICAR,978101081216877,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6880-FHMSI-SIN IDENTIFICAR,978101081216880,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6961-CHMSI-SIN IDENTIFICAR,978101081216961,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
17460-CMMSI-SIN IDENTIFICAR,978101081217460,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
9392-FMMSI-SIN IDENTIFICAR,978101081219392,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
897-FMMSI-SIN IDENTIFICAR,978101081228897,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
9162-FMMSI-SIN IDENTIFICAR,978101081229162,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4072-CMMSI-SIN IDENTIFICAR,978101081234072,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4426-CMMSI-SIN IDENTIFICAR,978101081234426,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4639-CHMSI-SIN IDENTIFICAR,978101081234639,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4728-CHMSI-SIN IDENTIFICAR,978101081234728,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4759-CHMSI-SIN IDENTIFICAR,978101081234759,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
760-CMMSI-SIN IDENTIFICAR,978101081234760,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4911-CMMSI-SIN IDENTIFICAR,978101081234911,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
7520-CHMSI-SIN IDENTIFICAR,978101081237520,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
7769-CHMSI-SIN IDENTIFICAR,978101081237769,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
9875-CHMSI-SIN IDENTIFICAR,978101081239875,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
7724-FMMSI-SIN IDENTIFICAR,978101081797724,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
7243-CHMSI-SIN IDENTIFICAR,978101081917243,CANINO,HEMBRA,MINIATURA,false,SIN IDENTIFICAR
7280-FMMSI-SIN IDENTIFICAR,978101081917280,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
431-CHPSI-SIN IDENTIFICAR,978101081917431,CANINO,HEMBRA,PEQUEÑO,false,SIN IDENTIFICAR
648-CMPSI-SIN IDENTIFICAR,978101081917648,CANINO,MACHO,PEQUEÑO,false,SIN IDENTIFICAR
958-CMGSI-SIN IDENTIFICAR,978101081917958,CANINO,MACHO,GRANDE,false,SIN IDENTIFICAR
648-CHGSI-SIN IDENTIFICAR,978101081919648,CANINO,HEMBRA,GRANDE,false,SIN IDENTIFICAR
9906-FHMSI-SIN IDENTIFICAR,978101081919906,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
106-FHPSI-SIN IDENTIFICAR,978101081920106,FELINO,HEMBRA,PEQUEÑO,false,SIN IDENTIFICAR
317-CMPSI-SIN IDENTIFICAR,978101081920317,CANINO,MACHO,PEQUEÑO,false,SIN IDENTIFICAR
547-CMGSI-SIN IDENTIFICAR,978101081920547,CANINO,MACHO,GRANDE,false,SIN IDENTIFICAR
727-FHPSI-SIN IDENTIFICAR,978101081920727,FELINO,HEMBRA,PEQUEÑO,false,SIN IDENTIFICAR
0755-CMMSI-SIN IDENTIFICAR,978101081920755,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
0871-CMMSI-SIN IDENTIFICAR,978101081920871,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
0873-FMMSI-SIN IDENTIFICAR,978101081920873,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2411-FHMSI-SIN IDENTIFICAR,978101081922411,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
423-CMGNO-SIN IDENTIFICAR,978101081922423,CANINO,MACHO,GRANDE,true,SIN IDENTIFICAR
22717-FHMSI-SIN IDENTIFICAR,978101081922717,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
627-CHGSI-SIN IDENTIFICAR,978101081923627,CANINO,HEMBRA,GRANDE,false,SIN IDENTIFICAR
4029-CHMSI-SIN IDENTIFICAR,978101081924029,CANINO,HEMBRA,MINIATURA,false,SIN IDENTIFICAR
040-CHPSI-SIN IDENTIFICAR,978101081924040,CANINO,HEMBRA,PEQUEÑO,false,SIN IDENTIFICAR
053-CMMSI-SIN IDENTIFICAR,978101081924053,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
088-CHPSI-SIN IDENTIFICAR,978101081924088,CANINO,HEMBRA,PEQUEÑO,false,SIN IDENTIFICAR
111-CHMNO-SIN IDENTIFICAR,978101081924111,CANINO,HEMBRA,MEDIANO,true,SIN IDENTIFICAR
192-CHPSI-SIN IDENTIFICAR,978101081924192,CANINO,HEMBRA,PEQUEÑO,false,SIN IDENTIFICAR
4271-CMMSI-SIN IDENTIFICAR,978101081924271,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
281-CMGSI-SIN IDENTIFICAR,978101081924281,CANINO,MACHO,GRANDE,false,SIN IDENTIFICAR
4371-CHMSI-SIN IDENTIFICAR,978101081924371,CANINO,HEMBRA,MINIATURA,false,SIN IDENTIFICAR
408-CMMSI-SIN IDENTIFICAR,978101081924408,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
697-CMPSI-SIN IDENTIFICAR,978101081924697,CANINO,MACHO,PEQUEÑO,false,SIN IDENTIFICAR
720-CHPSI-SIN IDENTIFICAR,978101081924720,CANINO,HEMBRA,PEQUEÑO,false,SIN IDENTIFICAR
374-FHPSI-SIN IDENTIFICAR,978101081926374,FELINO,HEMBRA,PEQUEÑO,false,SIN IDENTIFICAR
26770-CHMSI-SIN IDENTIFICAR,978101081926770,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
033-FHPSI-SIN IDENTIFICAR,978101081927033,FELINO,HEMBRA,PEQUEÑO,false,SIN IDENTIFICAR
7143-CHMSI-SIN IDENTIFICAR,978101081927143,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
7343-CMMSI-SIN IDENTIFICAR,978101081927343,CANINO,MACHO,MINIATURA,false,SIN IDENTIFICAR
8135-CHMSI-SIN IDENTIFICAR,978101081928135,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
79517-CHMSI-SIN IDENTIFICAR,978107080579517,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
9189-FHMSI-SIN IDENTIFICAR,978107080929189,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
357-FHMSI-SIN IDENTIFICAR,978107080929357,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5109-CMMSI-SIN IDENTIFICAR,978107081155109,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
080-CMMSI-SIN IDENTIFICAR,978538668101080,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
0729-CMMSI-SIN IDENTIFICAR,978978101080729,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
1002-CMMSI-SIN IDENTIFICAR,978978101081002,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
7134-CMMSI-SIN IDENTIFICAR,979101081207134,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
8850-CHMSI-SIN IDENTIFICAR,979101081208850,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
0762-CHMSI-SIN IDENTIFICAR,979101081210762,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
0546-CMMSI-SIN IDENTIFICAR,981000002400546,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3528-CHMSI-SIN IDENTIFICAR,981000002403528,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
7362-CHMSI-SIN IDENTIFICAR,981000002407362,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
364-CMMSI-SIN IDENTIFICAR,981000002408364,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
8820-CHMSI-SIN IDENTIFICAR,981000002408820,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
7718-CMMSI-SIN IDENTIFICAR,981000002417718,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
0361-CHMSI-SIN IDENTIFICAR,981000003620361,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
354-CMMSI-SIN IDENTIFICAR,981000013620354,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2559-CMMSI-SIN IDENTIFICAR,981010001372559,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
9863-CMMSI-SIN IDENTIFICAR,981098102479863,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
9065-CMMSI-SIN IDENTIFICAR,981098102549065,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3631-CHMSI-SIN IDENTIFICAR,981098102793631,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
019-CMMSI-SIN IDENTIFICAR,981100000245019,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
8423-CHMSI-SIN IDENTIFICAR,981100002398423,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
8573-CHMSI-SIN IDENTIFICAR,981100002398573,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
8596-CMMSI-SIN IDENTIFICAR,981100002398596,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
8703-CHMSI-SIN IDENTIFICAR,981100002398703,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
8811-CMMSI-SIN IDENTIFICAR,981100002398811,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
9436-CMMSI-SIN IDENTIFICAR,981100002399436,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
99569-CMMSI-SIN IDENTIFICAR,981100002399569,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
99612-CMMSI-SIN IDENTIFICAR,981100002399612,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
9662-CMMSI-SIN IDENTIFICAR,981100002399662,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
99706-CMMSI-SIN IDENTIFICAR,981100002399706,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
9738-CHMSI-SIN IDENTIFICAR,981100002399738,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
9849-CMMSI-SIN IDENTIFICAR,981100002399849,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
99854-CHMSI-SIN IDENTIFICAR,981100002399854,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
9928-CMMSI-SIN IDENTIFICAR,981100002399928,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
9981-CHMSI-SIN IDENTIFICAR,981100002399981,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
030-CMMSI-SIN IDENTIFICAR,981100002400030,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
0079-CHMSI-SIN IDENTIFICAR,981100002400079,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
0202-CHMSI-SIN IDENTIFICAR,981100002400202,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
0246-CMMSI-SIN IDENTIFICAR,981100002400246,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
0277-CMMSI-SIN IDENTIFICAR,981100002400277,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
0326-CMMSI-SIN IDENTIFICAR,981100002400326,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
0450-CHMSI-SIN IDENTIFICAR,981100002400450,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
0533-CHMSI-SIN IDENTIFICAR,981100002400533,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
0573-CHMSI-SIN IDENTIFICAR,981100002400573,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
00574-CMMSI-SIN IDENTIFICAR,981100002400574,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
00668-CMMSI-SIN IDENTIFICAR,981100002400668,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
0764-CHMSI-SIN IDENTIFICAR,981100002400764,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
0858-CMMSI-SIN IDENTIFICAR,981100002400858,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
00935-CMMSI-SIN IDENTIFICAR,981100002400935,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
01020-CHMSI-SIN IDENTIFICAR,981100002401020,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
1106-CHMSI-SIN IDENTIFICAR,981100002401106,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
1131-CMMSI-SIN IDENTIFICAR,981100002401131,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
1215-CMMSI-SIN IDENTIFICAR,981100002401215,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
1257-CMMSI-SIN IDENTIFICAR,981100002401257,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
1289-CHMSI-SIN IDENTIFICAR,981100002401289,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
1301-CHMSI-SIN IDENTIFICAR,981100002401301,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
1330-CHMSI-SIN IDENTIFICAR,981100002401330,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
1340-CMMSI-SIN IDENTIFICAR,981100002401340,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
1352-CHMSI-SIN IDENTIFICAR,981100002401352,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
353-CMMSI-SIN IDENTIFICAR,981100002401353,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
1367-CMMSI-SIN IDENTIFICAR,981100002401367,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
1377-CHMSI-SIN IDENTIFICAR,981100002401377,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
1560-CMMSI-SIN IDENTIFICAR,981100002401560,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
1604-CHMSI-SIN IDENTIFICAR,981100002401604,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
620-CMMSI-SIN IDENTIFICAR,981100002401620,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
1749-CHMSI-SIN IDENTIFICAR,981100002401749,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
1761-CMMSI-SIN IDENTIFICAR,981100002401761,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
1798-CHMSI-SIN IDENTIFICAR,981100002401798,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
1803-CHMSI-SIN IDENTIFICAR,981100002401803,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
1811-CHMSI-SIN IDENTIFICAR,981100002401811,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
1816-CMMSI-SIN IDENTIFICAR,981100002401816,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
1906-CMMSI-SIN IDENTIFICAR,981100002401906,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2006-CMMSI-SIN IDENTIFICAR,981100002402006,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2012-CHMSI-SIN IDENTIFICAR,981100002402012,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
2068-CMMSI-SIN IDENTIFICAR,981100002402068,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2114-CHMSI-SIN IDENTIFICAR,981100002402114,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
2439-CMMSI-SIN IDENTIFICAR,981100002402439,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2451-CMMSI-SIN IDENTIFICAR,981100002402451,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2455-CMMSI-SIN IDENTIFICAR,981100002402455,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2504-CHMSI-SIN IDENTIFICAR,981100002402504,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
2539-CHMSI-SIN IDENTIFICAR,981100002402539,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
2781-CHMSI-SIN IDENTIFICAR,981100002402781,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
2829-CMMSI-SIN IDENTIFICAR,981100002402829,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2900-CHMSI-SIN IDENTIFICAR,981100002402900,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3083-CMMSI-SIN IDENTIFICAR,981100002403083,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3134-CHMSI-SIN IDENTIFICAR,981100002403134,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
03251-CMMSI-SIN IDENTIFICAR,981100002403251,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
03340-CMMSI-SIN IDENTIFICAR,981100002403340,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3346-CHMSI-SIN IDENTIFICAR,981100002403346,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
03538-CMMSI-SIN IDENTIFICAR,981100002403538,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3551-CMMSI-SIN IDENTIFICAR,981100002403551,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3885-CHMSI-SIN IDENTIFICAR,981100002403885,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3905-CMMSI-SIN IDENTIFICAR,981100002403905,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3917-CMMSI-SIN IDENTIFICAR,981100002403917,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3929-CHMSI-SIN IDENTIFICAR,981100002403929,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
958-CHMSI-SIN IDENTIFICAR,981100002403958,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4203-CHMSI-SIN IDENTIFICAR,981100002404203,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4744-CHMSI-SIN IDENTIFICAR,981100002404744,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
04986-CMMSI-SIN IDENTIFICAR,981100002404986,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4997-CMMSI-SIN IDENTIFICAR,981100002404997,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5117-CMMSI-SIN IDENTIFICAR,981100002405117,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5119-CMMSI-SIN IDENTIFICAR,981100002405119,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5133-CMMSI-SIN IDENTIFICAR,981100002405133,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5136-CMMSI-SIN IDENTIFICAR,981100002405136,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
05238-CMMSI-SIN IDENTIFICAR,981100002405238,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5239-CHMSI-SIN IDENTIFICAR,981100002405239,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5311-CMMSI-SIN IDENTIFICAR,981100002405311,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5350-CMMSI-SIN IDENTIFICAR,981100002405350,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5408-CMMSI-SIN IDENTIFICAR,981100002405408,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5476-CHMSI-SIN IDENTIFICAR,981100002405476,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5542-CHMSI-SIN IDENTIFICAR,981100002405542,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5668-CMMSI-SIN IDENTIFICAR,981100002405668,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5738-CMMSI-SIN IDENTIFICAR,981100002405738,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5829-CHMSI-SIN IDENTIFICAR,981100002405829,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5912-CHMSI-SIN IDENTIFICAR,981100002405912,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5960-CMMSI-SIN IDENTIFICAR,981100002405960,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
06076-CMMSI-SIN IDENTIFICAR,981100002406076,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6112-CMMSI-SIN IDENTIFICAR,981100002406112,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6139-CMMSI-SIN IDENTIFICAR,981100002406139,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
208-CHMSI-SIN IDENTIFICAR,981100002406208,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6214-CMMSI-SIN IDENTIFICAR,981100002406214,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
221-CMMSI-SIN IDENTIFICAR,981100002406221,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6251-CHMSI-SIN IDENTIFICAR,981100002406251,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6258-CMMSI-SIN IDENTIFICAR,981100002406258,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6300-CHMSI-SIN IDENTIFICAR,981100002406300,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
310-CMMSI-SIN IDENTIFICAR,981100002406310,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
06338-CMMSI-SIN IDENTIFICAR,981100002406338,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6412-FHMSI-SIN IDENTIFICAR,981100002406412,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6508-CMMSI-SIN IDENTIFICAR,981100002406508,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6640-CMMSI-SIN IDENTIFICAR,981100002406640,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
649-FMMSI-SIN IDENTIFICAR,981100002406649,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6650-CMMSI-SIN IDENTIFICAR,981100002406650,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6758-CMMSI-SIN IDENTIFICAR,981100002406758,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
06783-CHMSI-SIN IDENTIFICAR,981100002406783,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6813-CMMSI-SIN IDENTIFICAR,981100002406813,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
6824-CHMSI-SIN IDENTIFICAR,981100002406824,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
6827-CHMSI-SIN IDENTIFICAR,981100002406827,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
